Umbral,N_simulacion,Fallas totales promedio,Fallas programadas promedio,Fallas reactivas promedio,Tiempo promedio entre fallas,Tiempo de operacion promedio,Tiempo sin operar promedio,Tiempo de Operacion/Tiempo de Reparacion,Tiempo_Reparacion,Kilometros totales,Toneladas totales,Factor Toneladas,Factor Kilometros
0,1,13,10,3,555.1328397497817,940.5638573095473,1090.6003437820937,7.300485309821156,128.83579890835898,12119.69295487632,15041.862105735969,0.12413000186204018,0.10001537698463994
0,2,13,10,3,44.52434892915184,962.5025645917514,1119.655860218204,12.36489064156102,77.84157519004464,12353.449576430898,16095.947681663094,0.21483401288978715,0.16488256535275192
0,3,10,10,0,,999.8433361194601,1131.1181608584816,34.43164185701854,29.038503022058244,12706.389553105351,16581.00013946295,0.5710899827622491,0.43763896808509345
0,4,14,10,4,233.51492757406788,973.4457609418293,1155.4939712597588,31.34054629727309,31.06026779841192,12680.672547109543,16548.24780042221,0.5473121149214011,0.41939701375557115
0,5,15,10,5,127.91565358907462,976.539466063473,1151.4647916650265,30.52091924534907,31.995742271500653,12970.962271662756,16773.458880103615,0.5368347726888967,0.41513581858325194
0,6,11,10,1,628.7684869776516,988.2310363318228,1139.0745681936983,30.226313164384194,32.69439547447884,12920.627957501509,16581.573350246956,0.5132086121048489,0.39990038348765616
0,7,14,10,4,105.24592396928763,981.9872493300663,1144.5061967356378,29.307318539998988,33.5065539342959,12882.898016524472,17041.984050621842,0.5179460695886083,0.39154164050084594
0,8,12,10,2,509.17866560157546,985.8679017962518,1144.6172777801014,33.40246993359264,29.514820423646906,12803.536178131497,16487.451939080405,0.5666236149024196,0.440018626261507
0,9,13,10,3,99.83542030040645,994.3179220726771,1131.914610547102,29.44603191221527,33.76746738022105,12731.881533649997,16633.752567622443,0.4954119526937222,0.379200439973375
0,10,13,10,3,527.9808923988534,975.3015314633976,1123.8953806060351,16.040328948048195,60.803087930567244,12456.786265117302,15680.512028790188,0.264420850621827,0.21005908571027326
0,11,12,10,2,304.2172642888092,988.3576948137668,1135.1994886675036,27.120782344191397,36.44281651872954,12898.792120399508,16489.338556943392,0.4578014382153756,0.35811537033870366
0,12,14,10,4,39.45500877459141,976.1602093607806,1134.0163043317334,19.59237062088356,49.82348630748588,12866.840038223023,16828.327209840252,0.3460076762615408,0.2645554348296253
0,13,14,10,4,272.2315265604623,992.4936133840044,1120.5370744535624,21.13068230489899,46.96931216243321,12612.207645676534,16260.4272550586,0.34881088717613995,0.27055102975658385
0,14,12,10,2,52.84305905633175,990.2577831388998,1135.134121000141,28.61347203606178,34.60809586095914,12808.928317845166,17125.608888120176,0.4997123144006475,0.3737548402814771
0,15,14,10,4,66.1527545567519,995.9643199686877,1130.0444492226727,29.300625375281832,33.99123080863962,12866.722312081672,17360.960985050617,0.5128177989633331,0.3800644573555496
