Tons,Kms,Edad,Sesgo,Model,ID
9624.799999999997,7404.800000000006,1244.7333333333333,1,A,LYRHF3HX
24014.420000000002,19173.699999999997,3160.9333333333334,1,A,LYRHF3HX
5517.399999999998,4269.700000000002,698.2666666666667,1,A,LYRHF3HX
14867.090000000004,11321.499999999995,1882.0666666666666,1,A,LYRHF3HX
3594.1699999999983,2985.4000000000005,490.2,1,A,LYRHF3HX
4576.509999999998,3557.600000000002,588.75,1,A,LYRHF3HX
5147.709999999997,4054.7000000000016,659.75,1,A,LYRHF3HX
3115.9700000000007,2518.5000000000005,413.43333333333334,1,A,LYRHF3HX
9806.509999999995,7724.200000000012,1248.15,1,A,LYRHF3HX
8458.720000000003,3259.1,557.2333333333333,1,B,JIRK0F5R
15126.180000000006,5682.7000000000035,958.1333333333333,1,B,JIRK0F5R
31330.93000000001,11760.499999999996,2016.1333333333334,1,B,JIRK0F5R
13679.630000000001,5050.799999999995,855.7333333333333,1,B,JIRK0F5R
12718.689999999999,4783.600000000004,798.8,1,B,JIRK0F5R
5666.939999999997,2125.8999999999996,372.25,1,B,JIRK0F5R
12557.579999999993,4707.299999999996,801.9,0,B,JIRK0F5R
2585.8399999999992,1077.6999999999998,190.21666666666667,1,B,JIRK0F5R
8977.51,3536.700000000001,598.6666666666666,1,B,JIRK0F5R
20571.76999999999,7994.899999999997,1365.3166666666666,0,B,JIRK0F5R
17134.87000000001,6581.400000000006,1195.3,1,B,JIRK0F5R
57894.70999999997,22329.099999999984,3839.9666666666667,1,B,JIRK0F5R
14205.270000000008,5449.699999999999,925.4333333333333,1,B,JIRK0F5R
19444.83999999997,7396.999999999998,1258.0166666666667,1,B,JIRK0F5R
13735.900000000001,5404.300000000004,893.6333333333333,1,B,JIRK0F5R
88081.49999999984,33799.00000000001,5797.166666666667,1,B,JIRK0F5R
12401.480000000003,4664.499999999994,787.2,1,B,JIRK0F5R
641.99,280.0,45.68333333333333,1,B,JIRK0F5R
48651.26000000003,18703.499999999985,3208.266666666667,1,B,JIRK0F5R
15200.269999999993,5558.500000000002,945.45,1,B,JIRK0F5R
13016.190000000002,5203.9000000000015,885.5333333333333,1,B,JIRK0F5R
18050.940000000002,7031.399999999999,1184.6333333333334,1,B,JIRK0F5R
22072.419999999995,7796.9000000000015,1336.5,1,B,JIRK0F5R
2872.8900000000003,1086.8,187.73333333333332,1,B,JIRK0F5R
7058.590000000002,2726.400000000002,458.06666666666666,1,B,JIRK0F5R
16091.259999999991,5948.4,1029.65,1,B,JIRK0F5R
13200.880000000006,5124.9000000000015,878.35,1,B,JIRK0F5R
31835.29000000002,11777.699999999988,2007.45,1,B,JIRK0F5R
9586.720000000007,3820.399999999999,626.6,1,B,JIRK0F5R
7790.149999999998,2889.2999999999975,497.93333333333334,1,B,JIRK0F5R
22677.63999999997,8644.0,1489.55,1,B,JIRK0F5R
