"time","survival"
68.0666666666667,0.996610169491525
115.45,0.993220338983051
116.983333333333,0.989830508474576
126.116666666667,0.986440677966102
165.15,0.983050847457627
177,0.979661016949152
177.166666666667,0.976271186440678
182.65,0.972881355932203
182.883333333333,0.969491525423729
184.866666666667,0.966101694915254
193.1,0.962711864406779
203.8,0.959322033898305
213.066666666667,0.95593220338983
214.05,0.952542372881356
216.283333333333,0.952542372881356
229.833333333333,0.949140435835351
244.6,0.945738498789346
244.783333333333,0.942336561743341
256.466666666667,0.938934624697336
265.033333333333,0.935532687651332
270.85,0.932130750605327
273.45,0.928728813559322
273.666666666667,0.925326876513317
288.516666666667,0.921924939467312
288.833333333333,0.918523002421307
298.533333333333,0.915121065375303
304,0.911719128329298
312.75,0.908317191283293
313.516666666667,0.904915254237288
339.666666666667,0.901513317191283
345,0.898111380145278
348.916666666667,0.894709443099273
353.866666666667,0.891307506053269
354.133333333333,0.887905569007264
358.883333333333,0.884503631961259
359.183333333333,0.881101694915254
362.833333333333,0.877699757869249
374.566666666667,0.874297820823244
378.016666666667,0.87089588377724
379.95,0.867493946731235
382.25,0.86409200968523
386.516666666667,0.860690072639225
396.733333333333,0.85728813559322
406.8,0.853886198547215
415.75,0.850484261501211
422.933333333333,0.847082324455206
426.15,0.843680387409201
427.15,0.840278450363196
432.833333333333,0.833474576271186
436.683333333333,0.833474576271186
442.183333333333,0.830058696860239
443.25,0.826642817449291
446.316666666667,0.823226938038344
447.116666666667,0.819811058627396
447.6,0.816395179216449
449.35,0.812979299805502
458,0.809563420394554
468.466666666667,0.806147540983607
469.433333333333,0.802731661572659
470.316666666667,0.799315782161712
470.766666666667,0.795899902750764
475.833333333333,0.792484023339817
482.966666666667,0.792484023339817
490.983333333333,0.789053356572112
491.416666666667,0.785622689804407
494.583333333333,0.782192023036702
508.266666666667,0.778761356268998
515.216666666667,0.775330689501293
521.466666666667,0.771900022733588
523.3,0.768469355965883
526.066666666667,0.765038689198178
529.816666666667,0.761608022430473
540.083333333333,0.758177355662768
542.433333333333,0.754746688895064
553.183333333333,0.751316022127359
554.233333333333,0.747885355359654
554.316666666667,0.744454688591949
558.416666666667,0.741024021824244
558.516666666667,0.737593355056539
570.083333333333,0.734162688288835
584.666666666667,0.73073202152113
585.533333333333,0.727301354753425
591.066666666667,0.72387068798572
597.616666666667,0.720440021218015
600.283333333333,0.71700935445031
613.683333333333,0.713578687682606
628.733333333333,0.710148020914901
639.05,0.706717354147196
641.233333333333,0.703286687379491
660.8,0.699856020611786
676.616666666667,0.696425353844081
680.433333333333,0.692994687076376
683.766666666667,0.689564020308671
691.933333333333,0.686133353540967
711.116666666667,0.686133353540967
727.25,0.682685447241766
728.666666666667,0.679237540942565
730.616666666667,0.675789634643364
741.916666666667,0.675789634643364
747.35,0.672324046773398
747.433333333333,0.672324046773398
764.116666666667,0.668840502489598
771.316666666667,0.665356958205798
773.633333333333,0.661873413921998
779.933333333333,0.661873413921998
799.95,0.658371438186961
808.683333333333,0.654869462451924
809.4,0.651367486716887
813.216666666667,0.64786551098185
817.533333333333,0.644363535246813
825.283333333333,0.640861559511776
826.15,0.637359583776739
838.683333333333,0.633857608041702
842.133333333333,0.630355632306665
842.816666666667,0.626853656571628
856.633333333333,0.623351680836591
861.016666666667,0.619849705101553
866.983333333333,0.616347729366516
870.333333333333,0.612845753631479
871.716666666667,0.609343777896442
877.866666666667,0.605841802161405
882.433333333333,0.602339826426368
883.9,0.598837850691331
886.883333333333,0.595335874956294
899.95,0.591833899221257
906.516666666667,0.58833192348622
907.3,0.584829947751183
909.15,0.581327972016146
913.666666666667,0.577825996281109
914.516666666667,0.574324020546072
945.716666666667,0.570822044811035
953.733333333333,0.567320069075998
961.416666666667,0.563818093340961
966.416666666667,0.560316117605924
968.566666666667,0.556814141870887
970.1,0.55331216613585
978.866666666667,0.549810190400813
988.55,0.546308214665776
1028.03333333333,0.542806238930739
1030.91666666667,0.539304263195702
1041.86666666667,0.535802287460665
1046.98333333333,0.532300311725628
1058.6,0.528798335990591
1060.86666666667,0.525296360255554
1067.68333333333,0.521794384520517
1078.03333333333,0.521794384520517
1078.86666666667,0.51826874678727
1093.08333333333,0.514743109054023
1103.98333333333,0.514743109054023
1106.9,0.511193156577788
1131.71666666667,0.507643204101554
1152.18333333333,0.504093251625319
1195.31666666667,0.500543299149084
1208.35,0.49699334667285
1214.71666666667,0.493443394196615
1225.2,0.48989344172038
1239.15,0.486343489244146
1246.55,0.482793536767911
1267.83333333333,0.479243584291677
1278.18333333333,0.475693631815442
1287.3,0.472143679339207
1302.91666666667,0.468593726862973
1345.01666666667,0.465043774386738
1354.5,0.461493821910503
1363.6,0.457943869434269
1373.3,0.454393916958034
1380.16666666667,0.450843964481799
1388.41666666667,0.447294012005565
1400.6,0.44374405952933
1403.01666666667,0.440194107053096
1405.75,0.436644154576861
1406.46666666667,0.436644154576861
1420.28333333333,0.436644154576861
1429.31666666667,0.433035525200193
1436.08333333333,0.429426895823524
1439.61666666667,0.425818266446856
1445.3,0.425818266446856
1468.73333333333,0.422178794084063
1471.26666666667,0.418539321721269
1476.63333333333,0.414899849358475
1478.51666666667,0.414899849358475
1519.45,0.411228169275657
1523.46666666667,0.407556489192839
1524.2,0.40388480911002
1529.8,0.400213129027202
1535.83333333333,0.396541448944384
1545.05,0.392869768861565
1555.03333333333,0.392869768861565
1559,0.392869768861565
1567.8,0.389128152015265
1570.8,0.385386535168964
1583.63333333333,0.381644918322663
1608.3,0.377903301476363
1623.83333333333,0.374161684630062
