Horas_mantenciones_programadas
632.588358003481
1264.8132978688452
1783.146703863916
2391.0272974167133
3064.2449551391337
3672.5153398901016
4459.162643733568
5071.694553156171
5684.462366499848
6297.93411607252
6906.010181038118
7514.591667128447
8209.705687913522
