Hora,Tiempo_operacion,Tiempo_sin_operar,Factor_toneladas,Factor_kilometros,Toneladas_cargadas,Kms_andados
610,708.7387461076904,801.8611979000625,0.5084469028380048,0.4259251619311674,10976.828895689256,9195.272109616439
611,710.3978285717878,803.2446219283016,0.5088276679931609,0.4258873907165393,11010.7640498592,9215.97992004837
612,711.0376211979122,805.1027847802452,0.5101918960700086,0.4259369108392499,11050.22824094329,9225.352494368453
613,712.7908956919207,806.7111494855916,0.5092711171385422,0.425882974774461,11057.483567524798,9246.929261798465
614,713.5784007188261,807.0481955653005,0.5101678534514879,0.4261347271396263,11089.19186992798,9262.617626181089
615,714.7352122280843,809.0268771956056,0.5112198495748217,0.42590838069557313,11130.07265416904,9272.705715757653
616,715.8200106594708,810.7857436249635,0.5109345295155823,0.4262257221160936,11140.744161514842,9293.69899829309
617,717.6484708803102,812.5615464074452,0.5113634307238037,0.42576499944122026,11178.577530502504,9307.366874653764
618,718.9025697445544,814.2302878547921,0.5114157898259858,0.42543248377920073,11199.258809724932,9316.349996797226
619,720.1349179527998,816.2185778270928,0.5108345765079079,0.4256143115876313,11205.707122971833,9336.308743232543
620,721.1985571478704,817.5155980271812,0.5103313712777943,0.42561938450925463,11211.203298341332,9350.209914590432
621,722.8349812550667,819.0713812930599,0.5096401772511905,0.42534091885202757,11221.422966148932,9365.294512282062
622,724.2054651454856,820.1316256562313,0.5103769631377929,0.42544808574689097,11258.952158830058,9385.415074459052
623,725.4911984817385,822.1273251651439,0.5098997920159535,0.4252417604538692,11268.395858039037,9397.518036276597
624,726.3527746582494,824.0609259607788,0.5095335732253558,0.42547190934767865,11273.675171527662,9413.77046115457
625,728.1177698881216,825.2090644381833,0.5086325362993336,0.42507576920675605,11281.085232102365,9427.859289954691
626,728.9688452187208,826.5389673193471,0.509577596704053,0.4249988479888229,11315.256584920631,9437.171187261032
627,730.0823470963884,828.0391873124252,0.5090839915960932,0.42505891761470005,11321.563342782181,9452.92238536418
628,731.248960022661,829.2624821374609,0.5101332643855235,0.424820742022675,11363.026447714645,9462.72212410229
629,732.8648198841407,830.6360557473981,0.5093013476295074,0.4247504602995237,11369.564042813165,9482.063189243394
630,734.1755610984636,831.3506517951816,0.5097259870133842,0.42493134690113604,11399.395239711277,9503.067327312312
631,735.4879827690033,833.2769796331294,0.5097690775332563,0.42485459941811027,11420.738334357035,9518.335701297554
632,737.1034300468953,833.5699460715579,0.5090872611467745,0.4244327403250445,11430.514383455411,9529.770067642861
633,737.9371272968234,835.4507299053239,0.5095950823697708,0.424825136977246,11454.857795520373,9549.36909792575
634,738.5066322710743,836.7643554971095,0.5094620775808265,0.42545452117697213,11460.706077176128,9570.897287524609
635,739.0186605717055,837.8112316899958,0.5094847308658073,0.425665217550351,11469.162075544436,9582.276119856338
636,740.5438206336439,838.9457856912637,0.5089160747160536,0.4255890741438004,11480.00411255952,9600.334051458698
637,741.4296780749548,840.4009568488149,0.5100724984169089,0.4260546031728557,11519.854314435028,9622.332068046706
638,742.3546992148596,842.399823719446,0.5096786109098581,0.4264185718863812,11525.319748807422,9642.567458436208
639,743.7412759608461,844.0707868697332,0.509687782861766,0.4263478372595188,11547.054636076437,9658.975428382768
640,744.8253670909169,845.500183478422,0.5092718584159908,0.42664105405315594,11554.449271089383,9679.707084844702
641,746.1957707011488,846.0493340184759,0.5085849189062742,0.42626628363287844,11560.0942135773,9688.998268892135
642,747.3726339056241,847.9442039677039,0.5090817818565984,0.4263853036106769,11589.63769121343,9706.988860775577
643,748.333544552285,849.522477344448,0.5087682899664339,0.42631565890244066,11597.392640451615,9717.881759868795
644,749.3460288485352,850.9748566240905,0.5092940320585984,0.42663617330975445,11625.084268090632,9738.34593445808
645,750.3382832380998,852.8807581033947,0.5088478034015571,0.4264964402020184,11630.27869620828,9748.047312637811
646,751.6498677075923,854.148111818457,0.508951554710862,0.42652131218106576,11652.983813092938,9765.656280603647
647,752.4083341200326,855.21800280583,0.5086831275360711,0.4267169270961953,11658.590349655438,9779.993829116242
648,754.0132187207518,856.9281495607156,0.5079857161489959,0.4262680701380592,11667.439908395472,9790.545157267297
649,755.0661024706757,858.468928005432,0.5082615875745606,0.42636038941523946,11690.077082894215,9806.33976520167
650,755.931172808639,859.7285091556421,0.5088649459418702,0.426247123279817,11717.363479909018,9814.966653855043
651,756.5382907655369,861.0720969569726,0.5088252857914093,0.4267967029406969,11725.860187109307,9835.514481592474
652,757.8392025963426,861.6242275801004,0.5082360521304702,0.42651952139515703,11732.421271467088,9846.028601347409
653,758.6225704940832,862.9309243217559,0.5087941165284723,0.42696835534866706,11757.444917898178,9866.578163186376
654,759.2978556028373,864.7773540662154,0.5087175335423181,0.4275204872420087,11766.139474885193,9888.131132877306
655,761.0902602335412,866.6859831195125,0.508919045596668,0.4268867276847149,11798.586497637549,9896.780293173078
656,762.6299724692163,868.0988388330009,0.5082005662966579,0.4265984370412351,11805.764801386953,9910.104683764148
657,763.2558015338672,869.5005096205061,0.5081217353882004,0.42695083188886507,11813.620056786269,9926.430143773392
658,764.4024562851705,870.698260612323,0.508397408881015,0.42677757850805037,11837.786822476204,9937.30870129846
659,765.0465264272758,872.1494673706427,0.5096679031749034,0.4273427591292041,11877.368872341613,9958.852722495163
660,765.917058929425,873.9557692737228,0.5094562013079791,0.42760988582281517,11885.944771610371,9976.41695917265
661,766.6744608163516,875.8327804545338,0.5091679144972292,0.4277278649573961,11890.966002930476,9989.037714084225
662,768.2234151210056,876.919287079573,0.50935905135478,0.4273569946667312,11919.462746710571,10000.540412362867
663,768.9757030828195,877.0665619144024,0.5106310323772845,0.4272869333493166,11960.929616096575,10008.692405307635
664,769.9743428444516,878.3273576598795,0.5104126492532638,0.4275480540492567,11971.340814342124,10027.81470447598
665,770.6591966596532,880.123515964394,0.5104270642972497,0.42756727514948756,11982.327120163345,10037.185163313554
666,771.5587940063086,882.0943618111446,0.5102462680492126,0.42775232273024055,11992.06503280051,10053.250740518439
667,772.2864319001742,883.3672626637784,0.5112421884305922,0.42784631224136477,12026.803147940906,10064.942783175527
668,773.6360832534684,884.3885516135563,0.5105746200775421,0.42796198661287477,12032.089475607829,10085.258280764048
669,774.0751424191877,885.2335548220783,0.5113984426569904,0.42816096964056244,12058.343048281395,10095.673786151145
670,775.0670139030425,887.0252312169116,0.511940912519188,0.42798022366148764,12086.601537352139,10104.342713709888
671,776.3503645218005,887.2562809829594,0.5114310670336222,0.42770699702285786,12094.557388032345,10114.612025350149
672,777.6651590625568,888.4447724981372,0.511663408674106,0.42745721856902014,12120.54405250445,10125.824830140977
673,778.8361385892445,888.863658063931,0.5112539829661158,0.42748856369382826,12129.081431771865,10141.81556124382
674,779.3240862445504,889.9893062728097,0.5113003892910217,0.427847769558522,12137.782049166564,10156.696700982879
675,780.6794670576763,891.0593221844667,0.5106552287624443,0.4275145568629977,12143.54964385029,10166.43706423217
676,781.2791078099827,892.2832454608108,0.511725993160766,0.4278715111208404,12178.359806167802,10182.740925574373
677,782.5377767776711,893.5721701668739,0.5121978459507476,0.4279993887194254,12209.22710994356,10202.193900469787
678,783.8974903949105,894.1350451566764,0.5115268493315261,0.4280484108692161,12214.419193337495,10221.091487633736
679,784.6506155229016,895.9873398944478,0.5124963477225458,0.4282388776548132,12249.3263952873,10235.463746924464
680,785.9236857831226,896.9178625509885,0.5119980674116241,0.42797768984994927,12257.271663852653,10245.817600599412
681,786.8792156681121,898.0388339366921,0.5122285800812739,0.4279330900980172,12277.699314860136,10257.205496555393
682,788.4673573097472,899.5988803163214,0.5115926092058523,0.42779187887834885,12287.204668368313,10274.515848466974
683,789.2113370645635,900.7684410581098,0.5121185446549607,0.42782213194218316,12311.442197121312,10284.93793678982
684,789.3237294607742,902.1956613519646,0.5123999986723564,0.42838174316597455,12319.962662162305,10299.857717859773
685,790.3017587829789,903.4137880406349,0.5121596108024765,0.4287328870264422,12329.441027300636,10321.073227102868
686,791.1428236384378,904.5226553035682,0.5124804422006639,0.42901057556306665,12350.294153135705,10338.749280378024
687,791.8329840781105,905.7284409775658,0.5136616958732301,0.42926315714374236,12389.559971739609,10353.860667086296
688,792.1357515601971,906.7941207043049,0.5151977859295395,0.42954357561965334,12431.362056817787,10364.585899905816
689,793.5430018679211,908.433237145611,0.5146423566587518,0.429452422353324,12440.020774494329,10380.795491488649
690,795.4625573521698,910.2334272563838,0.5149257495856707,0.4292181427748027,12476.97958375544,10400.229564529955
691,797.4421568531582,912.2323917243201,0.5140716080952958,0.42877149687004673,12487.28207481533,10415.262276193514
692,798.8003546518215,913.7625119012971,0.513437847136089,0.42841571461136824,12493.129455797867,10424.34447205708
693,799.8610476824708,915.485435533176,0.5144590168709902,0.42833278392169305,12534.59896483287,10436.165941076708
694,800.969868410588,916.9908380995798,0.5146292941040953,0.4283815606154571,12556.129753376887,10451.82332343829
695,801.9592288762958,918.6121127124719,0.5143357525223372,0.42822245316840685,12564.468333329587,10460.846686370482
696,802.2809728386563,920.304173192686,0.5154830742972534,0.42849204332103036,12597.54779874746,10471.631885253557
697,803.2330450970685,921.6270605881849,0.51621557240067,0.42837347478316073,12630.419670900368,10481.157585447056
698,803.9170437733,923.3280814122952,0.5172368215181808,0.4286855687511679,12666.183715450368,10497.725498403568
699,805.3869289985938,924.3967217572701,0.516690845251039,0.4286692798343257,12675.948211924404,10516.519967724193
700,806.3912178491627,924.5629115204702,0.5175164873524558,0.42849188647555025,12712.03535868995,10525.276285698816
701,806.700216673092,926.0509470719118,0.5186260500383763,0.4287482322871075,12744.171676132968,10535.608609905184
702,808.1624841931508,927.3379837250641,0.5186510619820096,0.4286910032111073,12767.88816771176,10553.29717553618
703,809.2812555652944,928.7843500862787,0.5183644338732464,0.42851154505894523,12778.497428521088,10563.482597971391
704,811.1389550347374,930.2070793356394,0.5188259379118432,0.42807403740000954,12819.233294856976,10576.920990088358
705,812.2229268585272,932.1659475576172,0.5184912871469721,0.42811242968737545,12828.084722722859,10592.005410736352
706,812.8199182269653,933.7258279710632,0.5185408852365101,0.4286717531331075,12838.741500773622,10613.639124423486
707,813.7829721779271,933.9741079272441,0.5182476258708524,0.42903303799675097,12846.683717438991,10635.170270610659
708,814.4033677356449,935.7356753267724,0.5182545849843122,0.42944587567233855,12856.650153653105,10653.519608737459
709,815.3264381396507,937.6344146888399,0.5190161898264973,0.42955014356230603,12890.137285003502,10668.18421051961
710,816.2902668615272,939.630428115078,0.5197907366393747,0.42969151646643966,12924.63437444781,10684.310728653454
711,817.8194182394259,940.6952799841571,0.5192573321947082,0.42959818586776494,12935.558024051628,10702.000560747061
712,818.9783468297909,940.7465346564461,0.5198641880514385,0.4297833174474235,12969.028156358598,10721.784791525833
713,820.791967215819,942.2516790726938,0.5203303262365467,0.42931428122249904,13009.402435511063,10733.80115307101
714,822.1857163812381,943.9860439610042,0.5208745405924569,0.42937130436968596,13045.122765028447,10753.45585313498
715,822.7309081022433,945.2212232899859,0.5220147559213538,0.42962303984630734,13082.348226195398,10766.895283153237
716,824.0414012425036,946.9162377166126,0.5220903518290212,0.42949256836710537,13105.08408987927,10780.770425484554
717,825.1395219886895,948.0404749331766,0.5225167437789274,0.4297917657921499,13133.265179452063,10802.65713835465
718,826.0350830098595,949.4608537225986,0.5231616087158814,0.4296686211349661,13163.745336151016,10811.283193043959
719,827.3015097045567,950.6151466476938,0.5226766142482254,0.4298381671895584,13171.705092346616,10832.131037274286
720,828.3343902822932,952.3522658722989,0.5223270971442051,0.42969128327045514,13179.330882980546,10841.948715117851
721,830.0598006755586,953.65046042244,0.5215970112588791,0.42964543048207404,13188.323405997775,10863.372996388636
722,831.5303789933047,954.7080022748332,0.5217676455102298,0.4293921367148463,13216.010591379683,10876.203374260967
723,832.5627787752402,956.163152515574,0.5222323943439576,0.42918777713167516,13244.205519032472,10884.524185308957
724,833.7148337224729,958.1062678307426,0.5223410071060993,0.4289928300721291,13265.290440706749,10894.63475099445
725,834.5834628842026,958.639363864436,0.5228497105689706,0.4288640854513296,13292.043668746202,10902.712646761634
726,835.7633166203616,960.1942395484856,0.522539973221607,0.4287355307420896,13302.949311693026,10914.85307510631
727,836.0619633952613,961.7690584537269,0.5232396213556101,0.42939201791768267,13325.521086358458,10935.472306649586
728,836.3819380278187,962.7855626818756,0.5238596656671358,0.43008194482875317,13346.417904366645,10957.23481878937
729,837.5578414771854,964.6868389387278,0.523454236584106,0.4298178316182819,13354.83850326013,10965.901746334062
730,838.4727619996706,965.9961460481073,0.5230858345008903,0.43013204478848455,13360.017613023756,10985.905783098196
731,840.0930426130898,966.7521329025462,0.5223740623724897,0.4299730980449716,13367.620421932772,11003.06768717229
732,841.3410199617326,968.2699021773541,0.5218822723241737,0.4300285285497655,13374.874659755538,11020.833575852053
733,842.9570778116315,969.352684265959,0.52129319993582,0.4298854398434081,13385.439447384722,11038.32838227072
734,843.7669819097077,970.5616562000922,0.5216292353958306,0.4300227778923902,13406.936831413914,11052.463757897904
735,844.735562811351,972.3037798524414,0.5221246113516121,0.4303499465381009,13435.073773929815,11073.569708539435
736,845.2315489053138,973.6174905754483,0.522076566150325,0.4308354913379973,13441.725168049696,11092.572704248756
737,846.5491566076456,973.6988813235123,0.521461367147997,0.4306426698815845,13446.815087711775,11104.892357505521
738,847.7740668004335,975.6931722236919,0.521570847046573,0.43073483209576213,13469.099111671449,11123.34053407884
739,849.1164953397137,977.330628105685,0.5209804154136607,0.4305630014653539,13475.155574492808,11136.509660846814
740,850.2600071436982,978.8575442111354,0.5205054743872993,0.4303886360889576,13481.001781101053,11146.991252129788
741,852.3760009387279,980.26448822187,0.5195789492662264,0.43003706782577333,13490.494624676063,11165.603918534569
742,852.944398234822,980.6965040297277,0.5195162848470478,0.4305048580942882,13497.862486788994,11185.203513229837
743,854.8709734779832,981.9345664981228,0.5187581584315062,0.4299584613772353,13508.608753600487,11196.239597669846
744,856.1654317148566,983.4663243490746,0.5194476446576077,0.4299386051190005,13547.045290847296,11212.675263298084
745,857.6041670634503,984.7580778522813,0.5200152610880081,0.42963271359335603,13584.638448283404,11223.526531720141
746,858.6783458096949,985.3706573412373,0.5206383713223743,0.42993042524831926,13617.951908117173,11245.371408176055
747,859.9891024719643,987.2865358158089,0.5212936067229852,0.42979035533026944,13655.904128847666,11258.86796269958
748,861.8328142997292,989.0059605750887,0.5205277674480899,0.4293131905074695,13665.0756445437,11270.478906910614
749,862.5257810026636,990.9109629914144,0.5211155700844133,0.4294693123077306,13691.506814118165,11283.642925816719
750,863.3566214410955,992.7289326097288,0.5215963942481027,0.4293661019614851,13717.34043733031,11291.797753597282
751,863.8911773164943,994.0748836949036,0.5215129379686353,0.429767704561402,13723.637509748927,11309.357374279116
752,864.5402004167549,995.8607712082436,0.5214427435696776,0.43002198147,13732.099230592372,11324.550190222231
753,866.3613322637797,996.2236842254598,0.5206231379380356,0.4298855388307494,13739.395916011128,11344.8043050027
754,867.5002942945712,998.153952296048,0.5202979994995052,0.4298273733730288,13748.866636283932,11358.181732035684
755,868.142038158955,1000.1016196955744,0.5202930876138925,0.4302160747940291,13758.907634614132,11376.863112219518
756,868.5022090237336,1000.1885813823234,0.5211243538323256,0.4308605695067012,13786.607435119402,11398.633526484786
757,868.7124249879382,1001.7324852553469,0.5219065812337589,0.43156817535069114,13810.643633226864,11420.117100498495
758,869.3956938471154,1003.5002040312296,0.5217796717941485,0.4319730377268753,13818.145219103884,11439.82122860913
759,870.5028649084228,1005.0300805812764,0.5214690900865057,0.432188638393791,13827.507034706205,11460.106747111084
760,872.2799752574809,1006.1049582781862,0.5207342151955464,0.4316519233635207,13836.209501574933,11469.241446277292
761,873.2871270703297,1007.3545005986358,0.5215704251903114,0.4315795631180178,13874.42930190988,11480.559187084293
762,875.0199315707079,1008.6334928242028,0.5219384140550397,0.43103212123188933,13911.76778250211,11488.74774475788
763,875.6703907992861,1010.2292334341888,0.5230629718316295,0.43152467321224836,13952.105594838138,11510.42633806112
764,876.4455023336353,1011.5431925409154,0.5236876319974589,0.43182132760891867,13981.13233355872,11528.534868630619
765,877.897897346343,1012.840583261553,0.5057058173200949,0.4174741529687274,13991.216456286329,11550.136539942383
766,878.9252699122767,1013.4071120256023,0.506076718807753,0.41761442823794237,14017.863510283763,11567.538749373876
767,879.5602083191835,1015.3250091936428,0.5069547100583295,0.4180878793018893,14052.327184747755,11589.018812452685
768,881.0411316362166,1015.967779082425,0.4628689792117958,0.3815843601928148,14083.836573569448,11610.568021078363
769,882.8942219054171,1017.485904130972,0.46312965437342585,0.3811246689167312,14121.40736489879,11620.971915233416
770,884.091086846773,1018.4434151718016,0.4627977989207841,0.3812042726662288,14130.418152779046,11639.15599201417
771,884.0313706965712,1019.7014926838452,0.46302296163656226,0.3817084467592675,14136.338048044961,11653.76252640057
772,884.5050828195104,1019.9893789385798,0.46355831931852043,0.3819363284246646,14160.266581419814,11666.968323581725
773,885.7160247173258,1020.6431229849624,0.46315572639861924,0.3816767734439332,14167.33805821408,11675.001668217974
774,886.9830215247086,1021.7250815047113,0.46271822295848486,0.38176430710955733,14174.202304729342,11694.383867352426
775,888.4643575083361,1023.5294996434678,0.46223484795413083,0.38145309175974257,14183.042711079492,11704.365252095018
776,889.835718119967,1023.5509723836955,0.4625513758186386,0.3815499897909252,14214.661705577855,11725.40892143238
777,890.7597393382224,1024.1146845749854,0.4624100293588534,0.38168578844697854,14225.074235591454,11741.762355061192
778,892.785132104932,1026.024441046427,0.46162383559004955,0.38110310848003986,14233.178347918452,11750.494869939172
779,893.3324014200889,1027.5191633588333,0.46214729640295993,0.3815709396607963,14258.052841294115,11772.131229005796
780,894.61713744364,1028.912791467712,0.46232264530551503,0.38162887858378197,14283.975501441962,11790.851276020081
781,896.5156143683539,1030.3155280331666,0.46154822400901924,0.38143958627192254,14290.310296358579,11810.01196320039
782,897.1735471043719,1031.4171472330722,0.46244064805782265,0.381510715418186,14328.448864314003,11820.88296090662
783,898.0821824727689,1032.594814101039,0.46265905373157634,0.38156623804032974,14349.734389694788,11834.576939091885
784,899.2557559713011,1033.6753552751507,0.46312801557530414,0.38159485363133194,14383.050206132782,11850.930528060257
785,900.5469260498508,1033.9285134839915,0.46335632653770753,0.3813935422058052,14410.802366319791,11861.685372005446
786,901.7871735347981,1035.033280170179,0.417591183609369,0.3439491566590342,14416.679951263186,11874.304596666607
787,902.927827137667,1036.8737438467926,0.4172144031270487,0.34403825534894206,14421.89113024103,11892.404063935423
788,903.7453517409286,1038.596743473353,0.4171400528432701,0.3440160085032662,14432.37652954339,11902.401922491006
789,905.2365057102587,1039.094139200708,0.4166577367703017,0.3437325944836362,14439.474641907265,11912.21869565253
790,906.1089308989212,1040.793495017081,0.41705261797042065,0.343942462212395,14467.088728570498,11930.979219275958
791,907.7311077970448,1042.577825236972,0.41651812176081215,0.34394145105333984,14474.414410795069,11952.303718624456
792,908.8301224081437,1043.9051153902428,0.41679092865070705,0.34389189326780245,14501.430761747872,11965.050429225475
793,909.1964853336272,1044.0888489801914,0.4176545957118122,0.3440001755643989,14537.338235143945,11973.642709726635
794,909.9842362865916,1044.6985278921334,0.4180507300309785,0.3441381883279959,14563.733981327541,11988.824962112938
795,911.3957390548335,1046.1634599274566,0.4180191637810508,0.3441862590286908,14585.222821930927,12009.098422123234
796,912.4930976840183,1047.2278608474223,0.41771455127077084,0.3442632426194193,14592.142924181442,12026.247169417762
797,914.2432984446488,1048.9479434974355,0.4178741522327582,0.3441987645647268,14625.717358244478,12047.057274738012
798,915.2015427337682,1050.2336762188552,0.4175877764101222,0.3440675778051231,14631.01324369397,12055.08774914044
799,916.1006704220347,1050.9504494083083,0.4179966922964147,0.34411679018383545,14659.72854171418,12068.657058089146
800,917.883520617145,1052.7247920931366,0.4174550887821224,0.34382516277053243,14669.226507412439,12081.896537285393
801,918.8753628727641,1054.2223565104416,0.4172595178724595,0.3437085352681432,14678.197991446115,12090.849257889951
802,919.9546297049636,1055.9012519897196,0.41796187522918943,0.34386458330906583,14720.174579479646,12110.546434968172
803,921.0291393714419,1057.173956589588,0.417664018463537,0.34386110836843004,14726.865333526819,12124.56906153442
804,922.0112279786504,1057.8945645983401,0.41746552200022413,0.34397880982429424,14735.562050333172,12141.65201446964
805,923.5157934969527,1059.464649424019,0.41698132266959015,0.3440325686306328,14742.488981451977,12163.365782972061
806,924.5662320462303,1060.9052482248435,0.4174245471870438,0.34395183574495697,14774.945742525462,12174.343232614525
807,926.0724456531158,1062.039510076177,0.4177756479908955,0.3438314936928592,14811.463280652528,12189.909986507108
808,926.9415699426085,1062.5651139036968,0.41817173770161176,0.34393388275467246,14839.419731248132,12204.983708478863
809,928.2585106722009,1063.5534095097046,0.41776775273076255,0.34368617140349306,14846.146302861816,12213.520908625605
810,929.8882406520855,1064.7825804449599,0.41724515380701205,0.343328364697682,14853.607345492808,12222.226365625484
811,930.8597548175459,1065.8224581310865,0.41787109001408523,0.34351098451079587,14891.431995280533,12241.503630466412
812,931.8675463430812,1067.7461983266849,0.41772314367564467,0.34359639871425957,14902.276156842807,12257.803996879926
813,933.2002982558622,1069.1844965111063,0.41736509633386537,0.3434365909577908,14910.797701553089,12269.62574509645
814,933.7636539734746,1070.253310995035,0.4172707732454133,0.34374915063220873,14916.427249954366,12288.205947803724
815,934.8990391322255,1071.0640057717496,0.4178245576246192,0.34392955907426664,14954.38501573837,12309.604475930557
816,936.002604471826,1072.1486750520407,0.4175510632022623,0.34379855249071195,14962.237129278652,12319.440471828057
817,936.99628026659,1073.3860950989515,0.417896068693982,0.34373008869176513,14990.497100400426,12330.063103865923
818,938.5142536921352,1074.6836217971477,0.41785155352982317,0.34351478969601495,15013.182930816529,12342.30274742572
819,939.2931824581722,1075.9275367784765,0.41780831522005446,0.34345300431511483,15024.088445019448,12350.32459997879
820,940.3432100334511,1077.2035247447297,0.4175508761641655,0.34357318535907044,15031.616067995858,12368.457374630076
821,941.6162281716282,1078.8407677161435,0.41781467622034424,0.3433542168999347,15061.475096398523,12377.30812585079
822,942.5093667603511,1079.9645520296758,0.4176532330877373,0.34333176304520047,15069.93589742139,12388.238018387208
823,944.0736371051999,1081.8246083037461,0.41712150568945605,0.34299661048893015,15075.729421296046,12396.685430078256
824,945.0161562476193,1083.539261793921,0.4168642794012668,0.342970285310564,15081.474296899312,12408.109301043116
825,945.6630266948334,1085.005278441415,0.417642902303643,0.34324369296443485,15119.986273303639,12426.500959058762
826,946.1251351771142,1085.3512660701494,0.4184310742569595,0.34331898069833866,15155.923064973938,12435.300287984643
827,946.7494609270203,1086.3715528097996,0.41895455392389774,0.34346841039729287,15184.897485236987,12448.92209059885
828,948.0063764043366,1088.2536976778274,0.41867800075327033,0.34346568774186115,15195.020225562668,12465.350609859113
829,949.4832165071792,1089.5091496262526,0.41829090282831016,0.3432782120183485,15204.620826416209,12477.954974439019
830,951.1183205767936,1091.486203266007,0.41784540538039167,0.3431407018232376,15214.583239117888,12494.436227834552
831,952.9810827714703,1092.706517973206,0.4178093815261878,0.3429602799977651,15243.066682599127,12512.324156993902
832,953.910702164286,1094.2284185932751,0.4183977112150853,0.34306571893262305,15279.42122468526,12528.3802631185
833,954.6276588629073,1095.3976790706517,0.4182929955133612,0.3430930240875668,15287.078220584717,12538.79446326052
834,956.0547582869652,1096.531276643233,0.41790454123985216,0.34303075417765444,15295.713493775243,12555.259916267913
835,957.3528400353593,1097.6376645277264,0.4181334931303119,0.3429086020073946,15324.872463247088,12567.829840590979
836,959.1273801028009,1099.040159917652,0.417620344715114,0.3427776482553652,15334.43640638969,12586.317010703533
837,960.1522417191692,1099.5928215644171,0.4174394868639533,0.342681699757429,15344.173851501542,12596.23907720958
838,961.7792832656869,1100.9931194789642,0.4168815829151799,0.3425546601838135,15349.63347493566,12612.906624907198
839,962.8701876845606,1101.7554201105872,0.41726208050654406,0.3426735476143569,15381.069757849555,12631.59531205842
840,963.5422338493036,1103.5886508858953,0.4171792548431196,0.34293665924582145,15388.749908265958,12650.117239158319
841,963.925864920444,1105.1409114133153,0.4177547503272155,0.34318193648484735,15416.113997791459,12664.205136361254
842,964.5021140982495,1106.0619620091989,0.41772619935949556,0.34327007446156627,15424.27575294385,12675.030425065941
843,965.126770979023,1106.8719054696576,0.41838043381552636,0.3432855744764724,15458.438077446672,12683.81206914921
844,966.9936696663265,1108.5834145515007,0.4186398569307462,0.34297462223103137,15497.94397829756,12696.835700939
845,967.8812046142694,1110.5675662892686,0.41850921405184754,0.3430640633426864,15507.327636537299,12711.80335331338
846,969.1599491405565,1112.5303465568363,0.41893713526281834,0.342954428860817,15543.692621382997,12724.530189977695
847,970.3284090221833,1114.3903306948396,0.4193698687719866,0.34280569820266127,15578.507681528994,12734.346457364752
848,970.6693175456775,1115.5047691306263,0.41947620997296986,0.3432652899093356,15587.93261637876,12755.8990985287
849,971.8897921497811,1117.4423251419507,0.41910218979442126,0.3434144558793815,15593.615919423966,12777.487821735846
850,973.5740697920617,1118.6084440263896,0.4185923654135714,0.343265562691069,15601.637530277436,12794.081613126215
851,975.1177900175463,1120.4548789820778,0.4184982221842596,0.34316034682837837,15622.861386809162,12810.440397972983
852,976.4113145710277,1122.0162523615668,0.4186457292525028,0.34326956896761984,15649.0994632152,12831.516607277506
853,977.0608862211881,1123.6555997459632,0.4186215544264044,0.34349996960530826,15658.605988159596,12848.671130573439
854,978.4531383291953,1123.8735827852308,0.4181783301844262,0.34333643117877893,15664.31604832894,12860.853804925408
855,979.4184110441284,1124.9347985224044,0.4179876530071965,0.343275459799968,15672.619835898273,12871.255267306786
856,980.481808707436,1126.7077323957474,0.41820608381331503,0.3433775739667119,15697.835334629333,12889.063125490402
857,981.1510198411696,1127.8804631689263,0.4188986258530854,0.34364618470439323,15734.562710785274,12907.949823281924
858,982.3845318199119,1129.5320994326976,0.41861648045131267,0.3434401781369294,15743.733149083273,12916.430121031286
859,984.1776999141264,1131.0641457331087,0.4189403492154046,0.3432664347552821,15784.67313405955,12933.460528816673
860,985.0499156768468,1132.614123045047,0.4193927217202812,0.3432023200658858,15815.721534935199,12942.504824692724
861,986.2133340675233,1134.6111069291337,0.4195845714472778,0.3432266495304034,15841.64448840977,12958.709473167266
862,987.468996278108,1136.2425112665605,0.4201167705510646,0.3432773212724514,15881.933368376423,12977.12427945351
863,988.512811883687,1137.929195023109,0.4207053402186693,0.3434481286271906,15920.99513286275,12997.305861204923
864,989.7948003505983,1138.2360780570787,0.4210951902441739,0.3434170901766311,15956.415302221192,13012.985756406382
865,990.8292536958428,1139.332991198146,0.4216204561507712,0.3433726842980101,15993.016177124377,13024.90145970744
866,991.6962320811197,1140.4621520280718,0.4214629389817927,0.3435314804844369,16001.029901170368,13042.327053725274
867,993.1592887560828,1141.6443485045284,0.42144389801703985,0.3433498422780327,16023.912371856763,13054.66234400572
868,994.4347018190293,1143.1352572276578,0.4210522912238308,0.34313970924062737,16029.581663216164,13063.42728875186
869,996.0710816632233,1144.4263945208359,0.4212795251630859,0.3429058240044887,16064.624041652442,13076.004921418002
870,997.5374364593381,1145.6065890830855,0.4209298214999176,0.3428358618005004,16074.918538775757,13092.582822894878
871,998.2678549974687,1146.8918650559892,0.42153291672921017,0.3428633212687745,16109.73745301412,13103.218915301477
872,999.398138112934,1148.452476495326,0.42130222995218874,0.3428818111810173,16119.151465594914,13118.762390247868
873,1000.9856956019522,1149.7001807371962,0.421518872906248,0.34281617375488393,16153.058948419657,13137.086424991327
874,1002.2362782285794,1151.0631675131158,0.421879676881852,0.34294907779916267,16187.083463606205,13158.598648629584
875,1002.6869484885682,1151.6863887689224,0.42194829414741736,0.3433175582416027,16196.996180210028,13178.66017369301
876,1003.9375543323316,1153.0167383304056,0.42166872552453877,0.3431054603756025,16206.452992038043,13186.94552926995
