Hora_termino_operacion,Kms_por_operacion,Tons_por_operacion,Kms_acumulados_por_operacion,Tons_acumulados_por_operacion
2.4649833148937343,19.96077353406242,24.91876254068235,19.96077353406242,24.91876254068235
4.79881568630664,20.475749944822518,6.515295757029423,40.436523478884936,31.434058297711776
7.218878595691063,11.710329361675372,9.994252949704212,52.14685284056031,41.42831124741599
10.473659754244645,14.994801216644849,8.390584974156944,67.14165405720516,49.818896221572935
13.127840382439814,11.922106190678626,5.256017183213555,79.06376024788378,55.07491340478649
16.433967619075105,10.274902054009656,22.974202818203015,89.33866230189344,78.04911622298951
19.57029473631912,13.859151321817093,22.89593054347702,103.19781362371053,100.94504676646653
22.432254551785665,16.31635834374014,36.82493441452636,119.51417196745066,137.7699811809929
24.80102662906752,12.007140854449451,8.101642716698613,131.52131282190012,145.8716238976915
27.342065539590976,17.66538468404272,28.226875473870475,149.18669750594285,174.09849937156199
30.228939284278145,10.073079426234491,29.29846476509269,159.25977693217735,203.39696413665467
32.437189873732414,20.73813070546592,7.755360513928077,179.99790763764327,211.15232465058276
35.28755674073424,16.20938910364437,9.022478056045205,196.20729674128762,220.17480270662796
37.72094589067812,15.205550457655507,34.468386698664915,211.41284719894313,254.64318940529287
40.52162875185704,8.89796062512647,5.791308806302616,220.3108078240696,260.4344982115955
43.05739255878086,10.408681547306589,31.29607953394206,230.7194893713762,291.7305777455376
45.256994746818826,8.437120017978598,32.74847401422607,239.1566093893548,324.47905175976365
48.1832378862434,21.400259874723247,9.317150830423984,260.55686926407805,333.79620259018765
50.15214551246518,8.489482621226506,9.984762979151329,269.04635188530455,343.780965569339
52.97477388790242,11.842556971202571,7.651471882855132,280.8889088565071,351.4324374521941
56.47448039727746,14.768758087690205,9.12479323808839,295.65766694419733,360.5572306902825
60.145075467748114,10.428737700971919,6.687282165818074,306.08640464516924,367.2445128561006
62.11685996526183,12.415850752306486,8.933268459769627,318.5022553974757,376.1777813158702
65.09335119191638,16.322370986766554,39.729353991713964,334.82462638424226,415.9071353075842
65.95449029618436,19.773308866675475,37.982496212812755,354.5979352509177,453.88963152039696
67.52396250862085,17.708074868263715,8.453773649832325,372.30601011918145,462.3434051702293
70.13732527369474,13.802069153185414,9.535016118267226,386.10807927236687,471.8784212884965
72.97176115680927,20.753462819200095,8.506970539779298,406.86154209156695,480.3853918282758
75.60053661978183,19.26433023356684,8.941027646582054,426.1258723251338,489.3264194748578
77.75119975134817,10.750791720471927,7.789178510426621,436.8766640456057,497.1155979852844
79.36350312419644,19.112876845341333,7.689179521008654,455.98954089094707,504.8047775062931
81.56328972740165,21.06543516071901,31.413089150171402,477.0549760516661,536.2178666564645
84.75666301550893,14.955612931016693,9.751054750765979,492.01058898268275,545.9689214072305
87.79876521877198,16.518787459024963,6.7663623044469965,508.5293764417077,552.7352837116774
91.27741613401126,8.875378585731006,8.15744210873833,517.4047550274387,560.8927258204158
93.49943580523255,15.802735748391799,24.787196504291455,533.2074907758305,585.6799223247073
97.44652083467558,9.346798637199889,6.759021793784534,542.5542894130303,592.4389441184918
100.7654006144123,8.581081363711839,24.72906520440752,551.1353707767422,617.1680093228994
104.43465643212386,13.439060322472614,21.295079180697627,564.5744310992148,638.463088503597
106.14807997901535,18.456706824855278,37.79651843500778,583.0311379240701,676.2596069386047
107.74492265311542,13.854450791934745,25.900680061134686,596.8855887160048,702.1602869997395
110.36675327785922,9.951773576885127,8.273751384607372,606.8373622928899,710.4340383843469
112.58671893702883,11.777891141298012,5.1873781624595185,618.6152534341879,715.6214165468064
115.91741582023488,20.713165766435083,5.4864903674308465,639.328419200623,721.1079069142372
119.6246920749514,10.262403260910357,5.155206180414011,649.5908224615333,726.2631130946512
122.82980763423487,11.695954094636516,6.9248745754401915,661.2867765561698,733.1879876700914
124.27498994669365,8.716222059764755,27.950278215030128,670.0029986159345,761.1382658851215
125.86597093587477,20.432908017976953,8.226419766785085,690.4359066339115,769.3646856519066
127.873438676615,21.41600204555693,33.84274743354018,711.8519086794685,803.2074330854468
131.17245773840588,13.249451678830614,9.939024671868449,725.1013603582991,813.1464577573153
133.8027623663418,21.74809450956227,30.94934002278307,746.8494548678614,844.0957977800983
137.00994676763963,12.499324827283303,6.710263423940971,759.3487796951447,850.8060612040393
139.64060611125035,20.761064637256716,37.05625480543672,780.1098443324014,887.8623160094761
142.95963847607553,9.99629893271731,27.63438235755271,790.1061432651187,915.4966983670288
145.5488797166752,21.378230348033323,22.23762688619531,811.484373613152,937.7343252532241
149.3357242548662,21.9211382192226,7.484253416372448,833.4055118323746,945.2185786695966
151.98997146370277,18.16642826381755,30.19582462342274,851.5719400961922,975.4144032930193
154.94114892000522,14.012424006493399,8.579905553675985,865.5843641026855,983.9943088466953
