hazard,time
0.0,0.316666666666667
0.0019893042001671,29.7
0.0039791732530433,35.1666666666667
0.0059715790028805,48.2666666666667
0.007962463458841,59.2833333333333
0.0099564649936372,61.2833333333333
0.0119519495042469,66.6
0.0139517784368024,70.6666666666667
0.0159570309098729,72.5
0.0179672887932747,75.3
0.0199762366462622,91.3
0.0219878784304456,94.6166666666666
0.0240047502592391,97.6166666666666
0.0260286721309864,98.7
0.0280553581529698,101.533333333333
0.0300892197705848,102.1
0.03212368161088,104.85
0.0341636928430007,110.133333333333
0.036211866318285,111.016666666667
0.0382666153249099,111.4
0.040320466954947,114.233333333333
0.0423780509580884,117.066666666667
0.0444418412937106,117.766666666667
0.0465197059274194,121.683333333333
0.0486064452696406,123.983333333333
0.0506964019359787,124.833333333333
0.0527956952219295,124.9
0.0548956864704005,125.233333333333
0.0570188393955215,127.466666666667
0.0591519225288617,127.916666666667
0.0612931434212385,128.266666666667
0.0634332746066778,131.2
0.0655782531414926,131.216666666667
0.0677438267918086,132.333333333333
0.069911197412252,135.916666666667
0.0720819440596824,136.016666666667
0.0742606986240705,136.883333333333
0.0764525550761772,140.15
0.0786511074703754,141.416666666667
0.0808565123851051,141.483333333333
0.0830550593566039,150.133333333333
0.0852584900044836,153.266666666667
0.0874654673108284,156.666666666667
0.089669272360975,162.183333333333
0.0918881721396438,162.666666666667
0.0941165640900975,164.216666666667
0.0963515206900163,164.966666666667
0.0985954145343252,165.366666666667
0.100842527072139,166.116666666667
0.103105657367016,169.383333333333
0.105375971107527,169.55
0.107650990481711,170.883333333333
0.109930924919077,171.366666666667
0.112231832118729,171.983333333333
0.114533135451065,177.983333333333
0.116832429823423,180.766666666667
0.119144265092061,189.05
0.121458187855399,191.866666666667
0.123777622815978,191.983333333333
0.12610464933652,196.466666666667
0.128443131908003,200.483333333333
0.130778946970661,201.633333333333
0.133126997523934,203.15
0.135473371283822,203.933333333333
0.137830819076058,205.05
0.140199073483868,205.483333333333
0.142567200656406,208.233333333333
0.144942254173274,209.116666666667
0.147337744302482,214.2
0.149738525153019,214.966666666667
0.152168631725593,217.05
0.1545859301444,223.0
0.157016661780382,225.266666666666
0.15946415774711,226.083333333333
0.161914654592467,228.016666666667
0.164380253836715,229.566666666667
0.166862143740549,232.166666666667
0.169354232017899,239.433333333333
0.171847570580533,241.233333333333
0.174333742943397,246.766666666666
0.176838161914055,250.716666666667
0.179362719322168,252.216666666667
0.181875648668158,254.35
0.18441206525467,256.45
0.186963649764062,256.95
0.189519302596322,260.033333333333
0.192082663945817,261.916666666667
0.194669112956273,272.45
0.197265195389465,274.033333333333
0.199865282807271,275.316666666666
0.202472897636384,276.166666666667
0.205101445753141,279.566666666667
0.207739758221172,284.05
0.21039070152385,284.116666666667
0.213044313338711,284.216666666666
0.215697928956123,284.85
0.21836535159719,286.816666666667
0.221028801339397,290.083333333333
0.223721913405941,292.5
0.226450302261815,297.283333333333
0.229183750339726,297.9
0.231944019284059,300.783333333333
0.234689985913307,305.0
0.237425244269386,310.433333333333
0.240191424257092,311.366666666667
0.242965726324077,312.683333333333
0.245755758036001,316.0
0.248557354043505,321.85
0.25135531078434,326.633333333333
0.254175923478761,329.016666666666
0.256988259051958,332.666666666667
0.259830883036031,334.783333333333
0.262675490401098,337.683333333333
0.265553156866818,338.6
0.268453121362533,338.683333333333
0.274281650434133,339.816666666666
0.277223513290967,342.05
0.28015163079337,356.5
0.28308019047819,364.2
0.286046605538376,365.383333333333
0.288998101669857,368.7
0.291945280087704,376.85
0.294936913269341,380.016666666667
0.297931909412904,380.616666666667
0.300920243463473,382.816666666667
0.303915791057601,385.566666666666
0.306948210817881,385.7
0.30998596209383,387.916666666667
0.313060762780976,389.916666666666
0.316180860970499,392.083333333333
0.319260894061371,395.45
0.322386332630061,398.383333333333
0.325529687049012,415.683333333333
0.328667743666891,420.166666666667
0.331825114263834,423.716666666667
0.33500751065572,425.05
0.338212001296269,435.85
