Umbral,N_simulacion,Fallas totales promedio,Fallas programadas promedio,Fallas reactivas promedio,Tiempo promedio entre fallas,Tiempo de operacion promedio,Tiempo sin operar promedio,Tiempo de Operacion/Tiempo de Reparacion,Tiempo_Reparacion,Kilometros totales,Toneladas totales,Factor Toneladas,Factor Kilometros
0.358,1,27,13,14,315.37692637545234,4070.6166082248938,4613.002804458687,53.293863679807586,76.38058731641937,52403.60731699625,68677.71481986348,0.22088826416645568,0.16854582140179147
0.358,2,28,13,15,370.7074153234881,3960.9102497333724,4593.064401317723,19.225353918539906,206.0253489489045,51905.211699119776,68019.81799266936,0.08335272553155432,0.06360559307700915
0.358,3,26,14,12,385.0436279228348,4009.6322262311824,4634.100753759535,34.486410900623845,116.26702000928285,52664.0539217203,67758.77281330446,0.1453464572801006,0.11296741876687683
0.358,4,32,13,19,337.939757855233,4012.2710280484926,4569.217808828352,22.476303206205667,178.51116312315594,52347.80993111012,68410.39755865224,0.09551387674996857,0.0730874610340349
0.358,5,20,12,8,419.8245999994484,4036.0612780376623,4683.0580381991695,98.72783198587169,40.8806837631686,52603.39434777406,68855.72255030676,0.417315136665328,0.31881435395965757
