Tons,Kms,Falla,Edad,Modelo,ID
2236.6199999999994,1713.1999999999994,1,281.21666666666664,0,WVSI44XE
647.2900000000002,453.9,1,84.6,0,WVSI44XE
1477.74,1225.2,1,196.93333333333334,0,WVSI44XE
1999.23,1431.1999999999996,1,249.11666666666667,0,WVSI44XE
1765.6399999999999,1216.8000000000004,1,235.36666666666667,0,WVSI44XE
1918.7099999999998,1247.7,1,210.3,0,WVSI44XE
1872.9900000000011,1400.1000000000001,1,225.73333333333332,0,WVSI44XE
1444.1400000000003,1094.8999999999999,1,186.05,0,WVSI44XE
2008.3499999999995,1565.8000000000002,1,266.45,0,WVSI44XE
1792.97,1386.8,1,227.5,0,WVSI44XE
427.3599999999999,387.4,1,59.583333333333336,0,WVSI44XE
1685.7700000000004,1382.7000000000003,1,229.21666666666667,0,WVSI44XE
3363.0699999999997,2625.3000000000006,1,443.8666666666667,0,WVSI44XE
1723.1299999999999,1371.1000000000006,0,217.75,0,WVSI44XE
480.2099999999999,408.50000000000006,0,71.05,0,WVSI44XE
244.34,176.79999999999998,0,33.583333333333336,0,WVSI44XE
911.4700000000003,630.1999999999999,0,100.56666666666666,0,WVSI44XE
305.55,210.7,0,40.61666666666667,0,WVSI44XE
936.2599999999999,699.5,1,119.5,0,WVSI44XE
876.45,809.5999999999998,1,147.06666666666666,0,WVSI44XE
1413.6900000000003,1166.3999999999999,1,192.41666666666666,0,WVSI44XE
2619.0200000000004,2186.500000000001,1,348.6166666666667,0,WVSI44XE
3043.4199999999996,2324.2999999999993,1,381.01666666666665,0,WVSI44XE
1650.23,1161.1000000000001,1,203.55,0,WVSI44XE
1890.98,1538.7999999999997,0,256.6666666666667,0,WVSI44XE
1599.2999999999997,1239.6999999999996,0,204.68333333333334,0,WVSI44XE
580.6899999999999,524.0,0,87.33333333333333,0,WVSI44XE
1657.8699999999997,1223.4,0,198.43333333333334,0,WVSI44XE
970.07,613.9000000000001,0,106.08333333333333,0,WVSI44XE
200.82000000000002,138.1,1,25.783333333333335,0,WVSI44XE
2783.63,1969.3999999999999,1,328.8666666666667,0,WVSI44XE
2102.0800000000013,1677.1000000000008,1,269.45,0,WVSI44XE
1444.45,1085.7,1,185.78333333333333,0,WVSI44XE
2098.08,1484.3,1,258.51666666666665,0,WVSI44XE
1891.7699999999998,1618.1000000000001,1,270.75,0,WVSI44XE
2830.0900000000006,2202.999999999999,1,399.1333333333333,0,WVSI44XE
3040.2400000000002,2306.8,1,380.95,0,WVSI44XE
2470.980000000001,1936.1999999999991,1,313.93333333333334,0,WVSI44XE
3110.4800000000014,2317.2,1,389.05,0,WVSI44XE
676.75,536.9,1,85.73333333333333,0,WVSI44XE
2551.3000000000006,1853.9999999999998,1,308.6166666666667,0,WVSI44XE
2003.8999999999999,1435.3000000000002,1,247.46666666666667,0,WVSI44XE
1464.7800000000004,1115.3000000000002,1,185.05,0,WVSI44XE
1241.6399999999996,1046.6999999999996,1,176.28333333333333,0,WVSI44XE
1598.9200000000003,1445.3999999999994,1,228.73333333333332,0,WVSI44XE
1807.4099999999996,1533.8999999999996,1,246.58333333333334,0,WVSI44XE
1955.06,1556.6000000000004,1,249.73333333333332,0,WVSI44XE
3136.4200000000005,2420.799999999999,1,387.55,0,WVSI44XE
1662.0500000000004,1334.9000000000003,1,221.18333333333334,0,WVSI44XE
1985.5399999999995,1438.2000000000003,1,242.98333333333332,0,WVSI44XE
2587.059999999999,1893.4999999999995,1,336.53333333333336,0,WVSI44XE
1932.11,1482.1,1,248.28333333333333,0,WVSI44XE
947.8700000000001,683.1999999999999,1,125.78333333333333,0,WVSI44XE
1149.3999999999996,935.1,1,153.96666666666667,0,WVSI44XE
1700.4899999999998,1439.5999999999997,1,234.76666666666668,0,WVSI44XE
2721.8399999999997,2282.8,1,370.03333333333336,0,WVSI44XE
2049.690000000001,1572.8,1,255.93333333333334,0,WVSI44XE
1854.7800000000004,1419.0999999999997,1,229.15,0,WVSI44XE
2882.6199999999994,2329.4999999999995,1,394.26666666666665,0,WVSI44XE
2355.83,1775.2999999999993,1,293.15,0,WVSI44XE
2364.2700000000004,1751.9000000000003,1,285.8666666666667,0,WVSI44XE
2531.1799999999994,1893.9000000000005,1,321.4166666666667,0,WVSI44XE
1870.9000000000008,1571.6,1,253.78333333333333,0,WVSI44XE
1916.8299999999995,1459.4,1,253.8,0,WVSI44XE
1775.46,1472.8999999999996,1,231.98333333333332,0,WVSI44XE
2929.8600000000015,2397.4000000000005,1,385.93333333333334,0,WVSI44XE
1431.3899999999999,1200.5999999999995,1,201.73333333333332,0,WVSI44XE
2219.4399999999996,1900.3999999999999,1,287.31666666666666,0,WVSI44XE
2697.8100000000004,1999.5999999999997,1,325.8,0,WVSI44XE
1811.6699999999998,1407.1000000000001,1,277.8333333333333,0,WVSI44XE
1234.29,948.3999999999999,1,147.26666666666668,0,WVSI44XE
1884.6899999999998,1316.4000000000003,1,222.15,0,WVSI44XE
1302.3300000000004,1044.6000000000004,1,190.91666666666666,0,WVSI44XE
3509.7999999999993,2515.3000000000006,1,415.81666666666666,0,WVSI44XE
642.17,454.9000000000001,1,77.71666666666667,0,WVSI44XE
2395.9100000000008,1751.3000000000002,1,297.4166666666667,0,WVSI44XE
2226.84,1828.3999999999999,1,301.9166666666667,0,WVSI44XE
2914.7900000000004,2293.000000000001,1,366.4,0,WVSI44XE
2205.9799999999996,1913.4000000000008,1,294.35,0,WVSI44XE
2460.27,1652.8999999999996,1,277.45,0,WVSI44XE
1743.3700000000001,1467.1,1,244.35,0,WVSI44XE
1931.9300000000003,1407.8999999999999,1,225.43333333333334,0,WVSI44XE
1486.4599999999994,1124.0999999999995,1,181.3,0,WVSI44XE
2051.14,1544.3999999999999,1,271.7,0,WVSI44XE
1916.9999999999995,1493.1000000000001,1,246.05,0,WVSI44XE
830.03,710.8,1,149.51666666666668,0,WVSI44XE
1792.78,1425.1000000000001,1,233.85,0,WVSI44XE
2225.12,1741.3,1,287.75,0,WVSI44XE
1860.0800000000004,1615.1000000000001,1,325.55,0,WVSI44XE
515.46,338.3,1,56.583333333333336,0,WVSI44XE
2016.7500000000005,1544.3999999999994,1,324.8666666666667,0,WVSI44XE
1312.84,1060.0000000000002,1,174.18333333333334,0,WVSI44XE
2183.84,1647.3,1,266.65,0,WVSI44XE
2378.81,1952.6000000000008,1,339.65,0,WVSI44XE
2338.7700000000004,1802.5999999999997,1,288.06666666666666,0,WVSI44XE
2858.3000000000006,2469.2,1,403.15,0,WVSI44XE
1520.1599999999994,1344.2000000000003,1,216.65,0,WVSI44XE
3864.4200000000014,2942.8999999999996,1,484.85,0,WVSI44XE
3097.480000000002,2180.300000000001,1,375.85,0,WVSI44XE
2770.220000000001,2116.899999999999,1,371.2,0,WVSI44XE
2785.4800000000005,2142.7000000000003,1,340.9166666666667,0,WVSI44XE
1492.1800000000003,999.9999999999998,1,166.06666666666666,0,WVSI44XE
2370.5099999999998,1834.9999999999995,1,308.45,0,WVSI44XE
2785.88,2145.2,1,353.6166666666667,0,WVSI44XE
1380.1900000000005,1108.8,1,183.48333333333332,0,WVSI44XE
1616.3199999999997,1278.5999999999992,1,213.2,0,WVSI44XE
2314.349999999999,1954.2,1,324.35,0,WVSI44XE
865.5000000000002,642.3000000000002,1,106.85,0,WVSI44XE
2005.1700000000005,1556.3999999999994,1,254.63333333333333,0,WVSI44XE
1132.72,940.8999999999999,1,152.46666666666667,0,WVSI44XE
2119.5900000000006,1686.1999999999994,1,280.98333333333335,0,WVSI44XE
1465.5099999999998,1070.2999999999997,1,179.01666666666668,0,WVSI44XE
2708.879999999999,2158.6999999999994,1,357.5833333333333,0,WVSI44XE
2798.4999999999986,2288.7000000000007,1,370.3666666666667,0,WVSI44XE
2259.4500000000003,1705.0000000000007,1,352.45,0,WVSI44XE
1872.8899999999996,1342.0000000000005,1,218.63333333333333,0,WVSI44XE
3319.7300000000005,2691.8999999999987,1,439.03333333333336,0,WVSI44XE
2439.219999999999,1821.4999999999995,1,315.45,0,WVSI44XE
1275.6099999999997,1118.0,1,176.63333333333333,0,WVSI44XE
3197.77,2521.2999999999997,1,411.03333333333336,0,WVSI44XE
1927.0100000000004,1556.3999999999994,1,257.6166666666667,0,WVSI44XE
2115.2200000000007,1382.5000000000002,1,233.86666666666667,0,WVSI44XE
2894.88,2392.200000000001,1,398.28333333333336,0,WVSI44XE
1137.9199999999994,803.8000000000001,1,133.23333333333332,0,WVSI44XE
1883.849999999999,1300.9999999999995,1,219.11666666666667,0,WVSI44XE
3653.9300000000003,2803.2999999999965,1,450.6333333333333,0,WVSI44XE
2205.38,1786.8000000000006,1,288.65,0,WVSI44XE
3513.329999999999,2811.5000000000005,1,482.5833333333333,0,WVSI44XE
3341.6000000000004,2763.600000000002,1,482.76666666666665,0,WVSI44XE
3326.0000000000014,2708.900000000001,1,458.15,0,WVSI44XE
2509.74,2026.3999999999996,1,319.18333333333334,0,WVSI44XE
2894.239999999998,2407.2999999999984,1,415.1666666666667,0,WVSI44XE
1736.8699999999997,1429.6999999999998,1,236.36666666666667,0,WVSI44XE
1774.430000000001,1423.7,1,249.1,0,WVSI44XE
3089.6099999999988,2254.5999999999985,1,388.96666666666664,0,WVSI44XE
2527.7900000000013,2123.700000000001,1,350.3666666666667,0,WVSI44XE
1989.899999999999,1523.3,1,257.0,0,WVSI44XE
2760.210000000001,2137.8,1,356.2,0,WVSI44XE
259.98,204.3,1,31.8,0,WVSI44XE
2452.62,1863.7000000000003,1,322.0,0,WVSI44XE
4915.64,4180.000000000001,1,667.7333333333333,0,WVSI44XE
3322.2000000000025,2521.9999999999995,1,415.03333333333336,0,WVSI44XE
1376.91,1193.3,1,190.76666666666668,0,WVSI44XE
2399.6900000000005,1865.9000000000005,1,297.68333333333334,0,WVSI44XE
3728.160000000001,2928.900000000001,1,485.96666666666664,0,WVSI44XE
1460.4800000000002,914.6999999999999,1,160.4,0,WVSI44XE
1208.1299999999999,860.7000000000003,1,143.9,0,WVSI44XE
1267.4799999999998,1023.2000000000003,1,177.16666666666666,0,WVSI44XE
1726.1699999999998,1376.3999999999996,1,252.7,0,WVSI44XE
3908.029999999998,2969.8999999999996,1,511.6333333333333,0,WVSI44XE
3162.050000000002,2446.3,1,432.31666666666666,0,WVSI44XE
3247.0799999999995,2470.7999999999984,1,428.76666666666665,0,WVSI44XE
3024.3799999999997,2281.9999999999986,1,396.21666666666664,0,WVSI44XE
4131.469999999998,3219.8,1,539.4,0,WVSI44XE
3038.779999999999,2386.000000000001,1,392.4166666666667,0,WVSI44XE
3278.4099999999985,2670.7999999999993,1,449.5833333333333,0,WVSI44XE
4161.150000000001,3215.2000000000003,1,567.4,0,WVSI44XE
2820.1799999999994,2046.8000000000018,1,346.6333333333333,0,WVSI44XE
2140.3999999999996,1687.1999999999996,1,281.0,0,WVSI44XE
4447.240000000001,3362.100000000001,1,533.9166666666666,0,WVSI44XE
2941.21,2413.9999999999995,1,401.35,0,WVSI44XE
1363.6899999999998,1161.2999999999993,1,183.53333333333333,0,WVSI44XE
3661.0999999999976,2769.800000000001,1,466.55,0,WVSI44XE
4285.53,3329.800000000001,1,554.9666666666667,0,WVSI44XE
3099.979999999998,2373.0,1,392.65,0,WVSI44XE
3568.9,2655.4999999999995,1,440.71666666666664,0,WVSI44XE
3487.939999999999,2841.8,1,485.0,0,WVSI44XE
4017.479999999998,3123.1999999999994,1,509.6666666666667,0,WVSI44XE
1897.8299999999995,1424.3000000000004,1,232.36666666666667,0,WVSI44XE
1452.9700000000003,1229.4000000000003,1,210.2,0,WVSI44XE
2693.1999999999994,2160.799999999999,1,354.81666666666666,0,WVSI44XE
4453.640000000001,3588.499999999999,1,578.85,0,WVSI44XE
4781.580000000002,3757.800000000001,1,617.9,0,WVSI44XE
2511.009999999999,1810.9000000000008,1,301.53333333333336,0,WVSI44XE
3356.14,2634.1000000000004,1,446.03333333333336,0,WVSI44XE
4265.51,3152.000000000002,1,532.7166666666667,0,WVSI44XE
3700.4999999999986,2866.1,1,469.9,0,WVSI44XE
1015.2600000000001,1034.9999999999998,1,156.63333333333333,0,WVSI44XE
4727.150000000001,4029.0999999999967,1,648.9833333333333,0,WVSI44XE
2647.3300000000004,2023.9999999999986,1,333.7,0,WVSI44XE
1415.8600000000006,1004.3000000000001,1,165.43333333333334,0,12ZHA8WI
621.11,503.1999999999999,1,78.6,0,12ZHA8WI
2168.4100000000003,1635.3000000000009,1,281.8666666666667,0,12ZHA8WI
1498.1000000000001,1125.1000000000001,1,187.45,0,12ZHA8WI
2655.0799999999995,2257.500000000001,1,359.7,0,12ZHA8WI
1057.0999999999997,861.9,1,138.33333333333334,0,12ZHA8WI
2973.4999999999995,2186.2000000000003,1,362.01666666666665,0,12ZHA8WI
822.2500000000001,552.9000000000001,1,88.11666666666666,0,12ZHA8WI
1768.5,1314.8000000000002,1,221.51666666666668,0,12ZHA8WI
3254.3799999999997,2309.2,1,379.05,0,12ZHA8WI
1840.4199999999998,1313.9999999999995,1,228.86666666666667,0,12ZHA8WI
1205.4899999999998,946.6000000000003,1,162.35,0,12ZHA8WI
3238.9600000000005,2369.6,1,396.9166666666667,0,12ZHA8WI
2697.63,2062.1999999999994,1,352.65,0,12ZHA8WI
1393.3200000000002,1108.5999999999997,1,181.08333333333334,0,12ZHA8WI
2216.3700000000003,1573.2,1,262.68333333333334,0,12ZHA8WI
1307.2699999999998,957.7999999999998,1,151.45,0,12ZHA8WI
2330.7499999999995,1571.0000000000002,1,259.76666666666665,0,12ZHA8WI
2369.28,1815.2000000000007,1,301.93333333333334,0,12ZHA8WI
1401.200000000001,1153.4,1,189.65,0,12ZHA8WI
2457.1299999999997,1900.3,1,310.03333333333336,0,12ZHA8WI
2873.5200000000004,2135.399999999999,1,371.3833333333333,0,12ZHA8WI
2105.820000000001,1558.3000000000006,1,273.8833333333333,0,12ZHA8WI
2138.6100000000006,1692.6000000000004,1,284.15,0,12ZHA8WI
3213.8399999999974,2461.2999999999984,0,397.06666666666666,0,12ZHA8WI
147.82999999999998,148.5,0,6.2,0,12ZHA8WI
1646.0699999999997,1261.4999999999998,0,17.566666666666666,0,12ZHA8WI
178.46000000000004,198.7,1,209.66666666666666,0,12ZHA8WI
1398.2699999999995,1202.6000000000001,0,31.366666666666667,0,12ZHA8WI
1310.5300000000004,1117.7000000000003,1,191.98333333333332,0,12ZHA8WI
2128.719999999999,1703.6,1,188.75,0,12ZHA8WI
2582.030000000001,1845.3999999999994,1,265.53333333333336,0,12ZHA8WI
2675.32,2036.3000000000002,1,305.56666666666666,0,12ZHA8WI
997.7300000000001,692.4,1,340.6166666666667,0,12ZHA8WI
1839.8199999999995,1522.1,1,120.2,0,12ZHA8WI
1298.1800000000003,1054.8,0,246.86666666666667,0,12ZHA8WI
1720.7500000000005,1318.0,0,167.41666666666666,0,12ZHA8WI
39.14,61.8,0,210.41666666666666,0,12ZHA8WI
288.89,185.4,0,15.866666666666667,0,12ZHA8WI
1294.77,988.5000000000001,0,35.016666666666666,0,12ZHA8WI
951.0999999999999,803.5,1,171.58333333333334,0,12ZHA8WI
2482.7300000000014,2022.4000000000003,1,132.01666666666668,0,12ZHA8WI
2513.8800000000006,2168.6,1,344.43333333333334,0,12ZHA8WI
1852.5000000000005,1496.4000000000005,1,344.4166666666667,0,12ZHA8WI
1100.0800000000004,928.7,1,251.26666666666668,0,12ZHA8WI
2420.6800000000007,2091.1,1,161.23333333333332,0,12ZHA8WI
2222.2899999999995,1787.6999999999996,1,343.3666666666667,0,12ZHA8WI
1516.78,1294.7999999999997,1,293.05,0,12ZHA8WI
2213.2599999999998,1853.8999999999999,1,213.0,0,12ZHA8WI
4021.8999999999996,3020.399999999999,1,287.1666666666667,0,12ZHA8WI
1904.8900000000006,1537.7999999999995,1,488.0833333333333,0,12ZHA8WI
2627.2000000000003,2088.6000000000013,1,254.81666666666666,0,12ZHA8WI
1742.880000000001,1495.4999999999998,1,345.45,0,12ZHA8WI
946.6699999999998,864.9999999999998,1,231.4,0,12ZHA8WI
1953.889999999999,1970.8,1,139.8,0,12ZHA8WI
1293.3499999999995,1002.6999999999996,1,306.85,0,12ZHA8WI
2128.21,1666.4,1,169.15,0,12ZHA8WI
1629.4899999999998,1336.7000000000005,1,277.25,0,12ZHA8WI
1279.8600000000001,973.1,1,216.86666666666667,0,12ZHA8WI
2089.9700000000003,1675.8999999999994,1,160.6,0,12ZHA8WI
2410.4000000000005,1790.7999999999995,1,270.6333333333333,0,12ZHA8WI
3562.1999999999994,2467.9000000000005,1,305.3333333333333,0,12ZHA8WI
2006.62,1605.0000000000002,1,413.7,0,12ZHA8WI
2453.9000000000005,1920.2000000000003,1,319.0833333333333,0,12ZHA8WI
2499.0399999999995,1907.4999999999993,1,312.56666666666666,0,12ZHA8WI
2732.6900000000005,2152.4000000000005,1,313.01666666666665,0,12ZHA8WI
1182.3700000000001,966.8000000000002,1,352.6166666666667,0,12ZHA8WI
1118.6100000000004,883.6,1,160.43333333333334,0,12ZHA8WI
2207.2900000000004,1443.9999999999995,1,145.66666666666666,0,12ZHA8WI
2076.72,1519.099999999999,1,249.33333333333334,0,12ZHA8WI
2924.490000000001,2131.600000000002,1,253.23333333333332,0,12ZHA8WI
2987.3299999999986,2430.4,1,356.48333333333335,0,12ZHA8WI
2066.53,1603.3999999999996,1,424.4166666666667,0,12ZHA8WI
2333.120000000001,1745.6000000000004,1,261.1666666666667,0,12ZHA8WI
2171.32,1606.7999999999997,1,289.7,0,12ZHA8WI
2655.3799999999987,2264.7,1,274.1333333333333,0,12ZHA8WI
1169.38,842.7999999999997,1,370.0833333333333,0,12ZHA8WI
3418.6600000000008,2369.3,1,149.96666666666667,0,12ZHA8WI
2534.0499999999997,2170.3000000000006,1,415.3666666666667,0,12ZHA8WI
