Tons,Kms,Edad,Inicio,Termino,Falla,Sesgo
36.01,18.3,0.0,0.0,1.5833333333333333,0,
44.25,37.7,2.4166666666666665,1.5833333333333333,3.333333333333333,0,
52.4,47.7,5.8,3.333333333333333,4.283333333333333,0,
91.28,60.0,7.633333333333334,4.283333333333333,5.166666666666666,0,
117.31,71.1,9.733333333333333,5.166666666666666,6.083333333333333,0,
150.6,88.5,12.283333333333333,6.083333333333333,7.75,0,
157.23999999999998,97.9,15.3,7.75,8.433333333333334,0,
166.05999999999997,117.2,17.75,8.433333333333334,9.266666666666667,0,
200.62999999999997,139.0,19.9,9.266666666666667,11.283333333333335,0,
208.72999999999996,154.8,23.583333333333332,11.283333333333335,12.033333333333335,0,
215.35999999999996,168.20000000000002,25.85,12.033333333333335,13.233333333333334,0,
224.21999999999997,188.4,27.883333333333333,13.233333333333334,14.316666666666668,0,
255.62999999999997,205.5,30.116666666666667,14.316666666666668,16.433333333333334,0,
266.27,226.7,33.96666666666667,16.433333333333334,17.566666666666666,0,
294.01,247.5,36.083333333333336,17.566666666666666,18.683333333333334,0,
303.09999999999997,265.0,38.03333333333333,18.683333333333334,19.7,0,
311.27,285.7,40.68333333333333,19.7,20.633333333333333,0,
343.78999999999996,301.7,42.583333333333336,20.633333333333333,22.333333333333332,0,
349.59999999999997,310.59999999999997,45.8,22.333333333333332,23.333333333333332,0,
377.41999999999996,329.09999999999997,47.9,23.333333333333332,24.833333333333332,0,
382.59,339.99999999999994,50.78333333333333,24.833333333333332,25.766666666666666,0,
403.23999999999995,352.69999999999993,53.03333333333333,25.766666666666666,26.849999999999998,0,
409.84999999999997,372.29999999999995,55.06666666666667,26.849999999999998,27.616666666666664,0,
438.15,391.29999999999995,57.18333333333333,27.616666666666664,28.866666666666664,0,
443.29999999999995,406.29999999999995,59.833333333333336,28.866666666666664,29.78333333333333,0,
452.99999999999994,425.29999999999995,61.6,29.78333333333333,31.28333333333333,0,
475.10999999999996,435.4,64.0,31.28333333333333,32.38333333333333,0,
509.90999999999997,446.29999999999995,66.08333333333333,32.38333333333333,32.81666666666666,0,
534.75,460.99999999999994,68.2,32.81666666666666,33.49999999999999,0,
560.91,477.09999999999997,69.81666666666666,33.49999999999999,34.26666666666666,0,
567.5799999999999,496.79999999999995,71.41666666666667,34.26666666666666,35.11666666666666,0,
574.7499999999999,505.09999999999997,73.53333333333333,35.11666666666666,36.26666666666666,0,
597.7999999999998,519.6999999999999,75.83333333333333,36.26666666666666,37.48333333333333,0,
629.8199999999998,538.4,78.76666666666667,37.48333333333333,38.699999999999996,0,
638.6199999999998,557.3,80.86666666666666,38.699999999999996,40.21666666666666,0,
660.0399999999997,577.8,84.01666666666667,40.21666666666666,41.83333333333333,0,
669.7499999999998,597.4,86.91666666666667,41.83333333333333,43.03333333333333,0,
678.0399999999997,619.3,89.53333333333333,43.03333333333333,44.1,0,
684.3499999999997,639.0999999999999,92.16666666666667,44.1,45.21666666666667,0,
694.9699999999997,647.9999999999999,94.96666666666667,45.21666666666667,46.550000000000004,0,
734.7399999999997,664.8999999999999,97.43333333333334,46.550000000000004,47.300000000000004,0,
744.9099999999996,683.4999999999999,99.55,47.300000000000004,48.1,0,
768.9499999999996,694.0999999999999,101.91666666666667,48.1,49.28333333333333,0,
777.0899999999996,712.9999999999999,104.03333333333333,49.28333333333333,50.83333333333333,0,
782.6799999999996,720.9999999999999,107.13333333333334,50.83333333333333,51.96666666666666,0,
822.1899999999996,742.2999999999998,109.53333333333333,51.96666666666666,53.599999999999994,0,
828.6599999999996,750.6999999999998,112.3,53.599999999999994,54.55,0,
833.7099999999996,759.1999999999998,114.55,54.55,55.8,0,
870.1799999999996,769.0999999999998,117.43333333333334,55.8,57.06666666666666,0,
894.6199999999997,777.6999999999998,120.1,57.06666666666666,57.766666666666666,0,
916.3999999999996,797.3999999999999,121.86666666666666,57.766666666666666,58.96666666666667,0,
941.4899999999997,809.0999999999999,124.43333333333334,58.96666666666667,60.28333333333334,0,
971.7399999999997,827.1999999999999,127.55,60.28333333333334,61.21666666666667,0,
997.6699999999996,839.4,129.7,61.21666666666667,62.5,0,
1004.2599999999996,852.5,131.9,62.5,63.18333333333333,0,
1009.9699999999997,872.1,134.21666666666667,63.18333333333333,64.81666666666666,0,
1035.5499999999997,883.3000000000001,137.08333333333334,64.81666666666666,66.3,0,
1043.1699999999996,894.1,139.9,66.3,67.14999999999999,0,
1051.0799999999997,906.0,142.46666666666667,67.14999999999999,68.16666666666666,0,
1059.7299999999998,914.3,144.78333333333333,68.16666666666666,69.1,0,
1085.9499999999998,929.9,146.96666666666667,69.1,69.8,0,
1093.6499999999999,946.0,149.11666666666667,69.8,71.18333333333334,0,
1103.7599999999998,956.4,151.68333333333334,71.18333333333334,71.61666666666667,0,
1112.1499999999999,972.6999999999999,153.05,71.61666666666667,73.01666666666668,0,
1121.0099999999998,981.6999999999999,155.33333333333334,73.01666666666668,73.46666666666668,0,
1131.8199999999997,994.0999999999999,157.15,73.46666666666668,74.48333333333335,0,
1160.7999999999997,1004.4999999999999,159.21666666666667,74.48333333333335,75.13333333333335,0,
1168.4899999999998,1020.4999999999999,161.43333333333334,75.13333333333335,76.66666666666669,0,
1188.8199999999997,1031.6999999999998,164.71666666666667,76.66666666666669,77.23333333333335,0,
1225.1299999999997,1043.6,166.2,77.23333333333335,78.48333333333335,0,
1252.7199999999996,1065.5,168.56666666666666,78.48333333333335,79.95000000000002,0,
1263.0099999999995,1075.9,171.5,79.95000000000002,80.70000000000002,0,
1300.1599999999996,1097.0,173.61666666666667,80.70000000000002,81.81666666666668,0,
1321.9099999999996,1107.4,175.81666666666666,81.81666666666668,82.46666666666668,0,
1331.3899999999996,1118.7,177.33333333333334,82.46666666666668,83.38333333333335,0,
1340.1499999999996,1140.1000000000001,179.63333333333333,83.38333333333335,84.7666666666667,0,
1375.3699999999997,1155.8000000000002,182.01666666666668,84.7666666666667,86.03333333333336,0,
1383.3499999999997,1164.0000000000002,184.5,86.03333333333336,87.2166666666667,0,
1392.2199999999996,1174.5000000000002,186.51666666666668,87.2166666666667,87.90000000000003,0,
1425.8299999999995,1188.0000000000002,188.03333333333333,87.90000000000003,89.0666666666667,0,
1458.6899999999994,1202.0000000000002,190.85,89.0666666666667,90.26666666666671,0,
1466.4699999999993,1211.7000000000003,192.88333333333333,90.26666666666671,90.90000000000005,0,
1486.5499999999993,1224.0000000000002,195.16666666666666,90.90000000000005,92.48333333333338,0,
1495.6299999999992,1235.5000000000002,197.86666666666667,92.48333333333338,93.55000000000004,0,
1531.7099999999991,1243.7000000000003,200.73333333333332,93.55000000000004,94.58333333333337,0,
1540.1999999999991,1257.7000000000003,203.45,94.58333333333337,95.68333333333337,0,
1568.539999999999,1272.9000000000003,205.86666666666667,95.68333333333337,96.7666666666667,0,
1573.829999999999,1283.2000000000003,207.91666666666666,96.7666666666667,98.1666666666667,0,
1594.559999999999,1303.3000000000002,210.43333333333334,98.1666666666667,99.3666666666667,0,
1615.149999999999,1313.1000000000001,213.28333333333333,99.3666666666667,100.1666666666667,0,
1644.459999999999,1330.7,215.86666666666667,100.1666666666667,100.8666666666667,0,
1655.139999999999,1340.3,218.28333333333333,100.8666666666667,101.7166666666667,0,
1689.2399999999989,1354.6,220.36666666666667,101.7166666666667,102.6666666666667,0,
1718.8199999999988,1371.6999999999998,222.53333333333333,102.6666666666667,103.73333333333336,0,
1746.1499999999987,1387.9999999999998,225.21666666666667,103.73333333333336,105.23333333333336,0,
1757.1299999999987,1408.3999999999999,227.98333333333332,105.23333333333336,106.68333333333337,0,
1763.9799999999987,1417.6999999999998,230.31666666666666,106.68333333333337,107.48333333333336,0,
1773.2099999999987,1431.9999999999998,232.4,107.48333333333336,108.88333333333337,0,
1796.6699999999987,1440.4999999999998,234.73333333333332,108.88333333333337,109.33333333333337,0,
1806.8599999999988,1454.4999999999998,236.23333333333332,109.33333333333337,110.20000000000003,0,
1827.8899999999987,1469.1999999999998,238.8,110.20000000000003,111.2166666666667,0,
1866.6999999999987,1486.7999999999997,240.66666666666666,111.2166666666667,112.50000000000003,0,
1903.2899999999986,1503.9999999999998,243.1,112.50000000000003,113.88333333333337,0,
1913.8499999999985,1523.4999999999998,245.93333333333334,113.88333333333337,115.1166666666667,0,
1919.6599999999985,1535.6999999999998,248.13333333333333,115.1166666666667,116.53333333333337,0,
1928.3599999999985,1549.6999999999998,250.68333333333334,116.53333333333337,117.16666666666671,0,
1938.5699999999986,1571.6,252.23333333333332,117.16666666666671,118.83333333333339,0,
1960.9399999999985,1587.0,255.45,118.83333333333339,120.25000000000006,0,
1970.5999999999985,1606.4,258.23333333333335,120.25000000000006,121.83333333333339,0,
2009.1499999999985,1621.4,261.1166666666667,121.83333333333339,123.63333333333338,0,
2017.5799999999986,1635.8000000000002,264.21666666666664,123.63333333333338,124.51666666666672,0,
