Umbral,N_simulacion,Fallas totales promedio,Fallas programadas promedio,Fallas reactivas promedio,Tiempo promedio entre fallas,Tiempo de operacion promedio,Tiempo sin operar promedio,Tiempo de Operacion/Tiempo de Reparacion,Tiempo_Reparacion,Kilometros totales,Toneladas totales,Factor Toneladas,Factor Kilometros
0.358,1,31,14,17,326.58778112024925,4002.66806779964,4640.282063819284,34.196262867791404,117.04986838107541,51816.0175622056,68049.43442046769,0.1452459440806059,0.11059704541873668
0.358,2,28,14,14,367.874985293637,4020.2418266240707,4654.36754379612,47.08059709135446,85.39062957980876,52407.7643235986,67811.06956947807,0.1975323366881115,0.15266280583929678
0.358,3,28,13,15,300.0910004482445,4043.497443599557,4662.4436917638195,74.79804599633073,54.05886463662317,52638.711127494964,67832.54092048026,0.3103230194873755,0.24081367964908448
0.358,4,27,13,14,375.4023878481598,4004.7554462410703,4678.487067913863,52.17413522799005,76.75748584506724,52547.52603445224,67631.75999968156,0.22001583927912402,0.1709446574001041
0.358,5,35,13,22,383.43410514852627,3978.3859567644095,4603.9765087873875,22.39608858072982,177.63753444820344,51870.830961928616,66219.668875324,0.09370124360286385,0.07339754864974571
